'{33,33,28,20,33,33,2,30,20,28,33,33,33,33,33,2,31,33,25,2,2,2,33,16,2,2,2,33,33,20,28,33,33,33,25,2,2,2,33,33,33,33,33,33,33,33},
'{33,33,33,28,28,28,30,27,20,28,28,31,31,31,31,31,31,31,18,2,30,31,31,25,2,2,2,31,31,28,28,33,33,28,25,2,2,2,33,33,33,33,33,33,33,33},
'{33,33,33,33,20,20,20,20,19,20,20,22,2,2,30,33,31,2,2,2,33,33,2,2,2,2,2,2,2,33,33,33,33,20,30,2,2,18,33,33,33,33,33,33,33,33},
'{33,33,33,33,33,33,28,33,28,10,30,27,27,27,10,33,31,18,2,2,33,33,16,33,16,33,16,18,2,25,25,25,30,25,2,2,2,18,25,32,33,33,33,33,33,33},
'{33,33,33,33,33,33,33,33,33,31,2,27,20,20,20,33,31,2,2,18,33,33,33,33,33,33,33,25,2,18,2,2,2,2,2,2,2,2,2,30,33,33,33,33,33,33},
'{33,33,33,33,18,18,2,10,33,33,33,20,20,33,33,33,33,33,25,2,18,25,33,33,33,31,18,31,33,2,2,2,2,2,2,2,2,2,2,10,33,33,33,33,33,33},
'{33,33,33,33,30,22,2,10,33,33,33,28,20,33,33,33,33,33,31,18,2,18,33,33,33,25,2,33,33,18,18,2,2,2,2,2,2,2,2,30,33,33,33,33,33,33},
'{33,33,25,2,19,20,20,27,2,32,33,33,33,33,33,33,33,33,33,33,18,2,18,18,2,2,2,33,33,33,33,2,2,2,2,2,2,2,2,2,2,31,33,33,33,33},
'{33,33,10,30,20,20,20,27,30,31,33,33,33,33,33,33,33,33,33,33,31,25,25,25,25,25,25,31,33,33,33,25,18,2,2,2,25,25,2,2,2,32,33,33,33,33},
'{33,33,28,19,20,19,20,20,20,19,19,20,19,33,33,2,31,33,33,33,33,33,33,33,33,33,33,25,2,33,33,33,31,2,2,2,33,33,2,2,2,31,33,33,33,33},
'{33,31,27,19,20,20,20,20,28,28,28,28,33,33,33,2,18,10,31,31,25,31,31,16,33,33,33,16,31,31,31,33,31,2,2,2,25,31,2,2,2,31,33,33,33,33},
'{31,2,27,20,20,19,20,28,33,33,33,33,33,33,33,2,2,2,2,2,2,2,2,25,33,33,33,33,33,18,25,33,31,2,2,2,2,2,2,18,2,31,33,33,33,33},
'{28,27,20,19,33,33,30,31,33,33,33,33,33,18,18,2,2,2,2,2,2,2,2,18,25,25,25,25,18,33,33,33,33,33,33,33,18,2,2,25,33,33,33,33,33,33},
'{33,19,20,20,33,33,2,25,33,33,33,33,33,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,33,33,33,33,33,33,33,18,2,2,25,33,33,33,33,33,33},
'{33,33,28,19,18,2,2,30,20,20,20,33,33,33,33,2,2,2,2,2,2,2,2,2,2,2,2,2,18,18,18,18,2,2,33,33,33,33,33,33,33,33,33,33,33,33},
'{33,33,28,20,2,2,22,30,20,20,20,33,33,33,31,2,2,2,2,2,2,2,2,18,18,25,18,18,2,2,2,2,2,2,32,33,33,33,33,33,33,33,33,33,33,33},
'{33,33,33,33,18,22,20,20,20,19,20,33,33,18,2,2,2,2,2,2,2,2,2,30,33,33,33,25,2,2,2,2,2,2,2,2,2,18,33,33,33,33,33,33,33,33},
'{33,33,33,31,30,30,20,20,20,20,28,33,33,31,25,2,2,2,2,2,25,31,25,31,33,33,31,18,2,2,2,2,2,2,2,2,25,31,33,33,33,33,33,33,33,33},
'{33,33,25,2,20,20,20,19,20,28,33,33,33,33,33,2,18,2,2,2,33,33,33,33,33,31,2,2,2,2,2,2,2,2,2,2,33,33,33,33,33,33,33,33,33,33},
'{33,25,27,27,19,20,20,20,33,33,33,31,25,33,33,2,2,2,2,2,10,25,33,33,33,33,16,31,16,2,2,2,18,2,31,16,25,31,33,33,33,33,33,33,33,33},
'{31,2,27,20,20,19,20,28,33,33,33,25,18,33,33,2,2,2,2,2,2,2,33,33,33,33,33,33,33,18,2,2,2,2,31,33,18,18,33,33,33,33,33,33,33,33},
'{28,20,19,20,33,33,33,33,33,31,18,16,33,18,25,33,31,2,2,2,2,2,18,18,18,18,18,33,33,33,33,33,33,33,31,18,18,2,18,31,33,33,33,33,33,33},
'{33,20,20,20,33,33,33,33,33,31,18,33,33,2,18,33,16,18,18,18,18,18,2,18,18,2,2,33,33,33,33,33,33,33,25,18,2,2,2,25,33,33,33,33,33,33},
'{33,33,28,19,18,18,20,28,33,33,33,25,2,18,18,33,33,33,33,33,33,33,2,25,33,33,33,25,2,18,18,33,33,33,25,2,2,2,2,2,2,31,33,33,33,33},
'{33,33,1,27,10,30,20,28,33,33,33,31,25,25,31,33,33,33,33,33,33,33,25,31,31,33,33,18,2,25,31,16,33,33,16,25,25,25,25,18,2,32,33,33,33,33},
'{33,33,25,18,19,20,20,28,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,31,2,27,19,30,2,33,33,2,10,33,33,33,33,33,33,33,2,32,33,33,33,33},
'{33,33,31,27,20,20,28,28,28,33,33,16,31,31,31,31,31,31,31,31,33,33,31,10,27,27,28,31,31,31,10,10,1,33,33,31,31,31,33,31,2,32,33,33,33,33},
'{33,33,28,20,20,20,33,33,19,28,33,25,2,2,2,2,2,2,2,2,33,33,2,30,20,28,33,33,33,2,22,20,28,33,25,2,2,18,33,33,2,32,33,33,33,33},
'{33,33,33,33,20,20,30,18,30,30,18,2,2,33,33,33,33,33,25,2,18,25,33,33,33,33,33,31,18,27,27,33,31,25,18,2,2,18,25,25,33,33,33,33,33,33},
'{33,33,33,33,20,19,0,2,2,2,2,2,2,33,33,33,33,33,25,2,18,18,33,33,33,33,33,18,22,19,20,33,31,2,2,2,2,2,2,25,33,33,33,33,33,33},
'{33,33,28,20,33,33,2,30,20,20,20,20,20,33,33,18,31,33,33,33,18,2,18,18,18,18,2,33,33,33,33,18,2,2,2,18,2,2,2,18,18,31,33,33,33,33},
'{33,33,28,20,33,33,22,30,20,20,20,27,20,33,16,2,25,33,33,33,18,2,2,18,18,18,25,33,33,33,33,2,2,2,2,2,2,18,2,18,18,16,33,33,33,33},
'{33,33,33,33,20,20,20,20,20,28,33,33,33,2,2,2,2,2,2,2,2,2,2,25,33,33,33,33,33,33,33,2,2,2,2,2,2,2,2,25,33,33,33,33,33,33},
'{33,33,33,33,28,28,19,20,28,33,33,33,31,2,2,2,2,2,2,2,25,31,2,18,31,31,31,33,33,31,10,2,2,2,2,2,2,18,31,16,33,33,33,33,33,33},
'{33,33,33,33,33,33,20,28,33,33,33,25,2,2,2,2,2,2,2,2,33,33,2,2,2,2,2,33,33,2,2,2,2,2,2,2,2,18,33,33,33,33,33,33,33,33},
'{33,33,33,33,33,33,20,19,25,25,25,31,16,2,2,2,25,16,31,16,25,25,2,2,2,2,2,25,25,31,31,32,31,31,18,2,31,33,33,33,33,33,33,33,33,33},
'{33,33,33,33,33,33,20,27,2,18,2,33,33,18,2,2,31,33,33,33,18,2,2,2,2,2,2,2,2,33,33,33,33,33,30,2,33,33,33,33,33,33,33,33,33,33},
'{33,33,33,33,28,20,20,27,2,25,20,20,20,2,18,33,31,2,18,2,2,2,2,2,2,2,2,2,2,18,25,33,33,33,33,33,33,33,18,31,33,33,33,33,33,33},
'{33,33,33,33,20,20,20,27,2,27,20,19,20,2,18,33,31,2,30,2,22,2,2,2,2,2,2,2,18,18,25,33,33,33,33,33,33,33,2,25,33,33,33,33,33,33},
'{33,33,33,33,20,20,2,25,33,28,20,30,2,2,2,2,31,33,33,33,2,2,2,2,2,2,2,2,2,33,33,33,16,18,2,18,18,2,2,2,2,31,33,33,33,33},
'{33,33,33,33,28,27,25,31,33,33,27,18,2,2,2,2,25,16,33,16,10,30,25,25,25,25,25,25,25,33,33,33,25,2,2,2,2,2,2,2,2,30,33,33,33,33},
'{33,33,28,19,33,33,33,33,33,31,2,2,2,2,2,2,2,2,2,2,33,33,33,33,33,33,33,33,33,33,33,2,2,2,2,2,2,2,2,2,2,2,2,33,33,33},
'{33,33,33,28,33,33,33,33,33,33,31,18,2,18,2,18,18,31,31,31,33,33,33,33,33,33,33,33,33,33,33,31,31,31,18,18,2,18,32,32,32,30,2,33,33,33},
'{33,33,33,33,33,33,33,33,33,33,33,25,2,2,2,2,31,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,25,2,2,18,33,33,33,31,2,33,33,33},
'{33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33},
'{33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33},
'{33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33},
'{33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33}};

x = 46
y = 62
