'{8,8,8,28,8,8,19,32,27,33,33,33,33,33,33,30,1,33,13,12,12,30,33,1,30,30,12,33,33,27,33,33,33,33,13,22,12,30,8,8,8,8,8,8,8,8},
'{8,8,8,8,8,8,27,24,27,33,33,33,1,1,33,33,33,1,19,12,30,1,1,13,30,30,12,1,1,33,33,33,33,33,13,30,30,30,8,8,8,8,8,8,8,8},
'{8,8,8,8,28,28,28,28,27,27,27,30,12,12,32,8,33,30,30,30,33,33,30,30,30,30,30,30,30,33,33,33,33,27,10,30,30,10,8,8,8,8,8,8,8,8},
'{8,8,8,8,8,8,8,8,8,33,24,24,24,24,33,8,33,19,30,30,33,33,1,33,1,33,1,19,30,13,13,13,10,27,30,30,30,30,32,8,8,8,8,8,8,8},
'{8,8,8,8,8,8,8,8,8,33,19,27,28,28,28,8,33,30,30,19,33,33,33,33,33,33,33,32,30,30,30,30,30,30,30,30,30,30,12,32,8,8,8,8,8,8},
'{8,8,8,8,10,27,30,33,8,8,8,28,28,8,8,8,8,8,32,30,19,13,33,33,33,1,27,8,8,30,30,30,30,12,30,30,12,12,12,32,8,8,8,8,8,8},
'{8,8,8,8,32,30,12,32,8,8,8,8,28,8,8,8,8,8,33,30,30,19,33,33,33,13,19,8,8,10,30,30,30,12,30,30,30,12,12,32,8,8,8,8,8,8},
'{8,8,32,19,27,27,27,27,30,33,8,8,8,8,8,8,8,8,8,8,10,30,19,19,30,22,30,8,8,8,8,30,30,30,12,12,30,30,30,30,19,33,8,8,8,8},
'{8,8,33,30,27,27,27,24,24,8,8,8,8,8,8,8,8,8,8,8,33,32,32,32,32,32,32,33,8,8,8,32,10,30,30,12,13,13,30,30,30,33,8,8,8,8},
'{8,8,8,24,27,24,27,27,27,27,27,28,27,8,8,30,33,8,8,8,8,8,8,8,8,8,8,32,30,8,8,8,33,22,30,30,33,33,30,30,30,33,8,8,8,8},
'{8,33,33,24,27,27,27,28,8,8,8,8,8,8,8,30,10,33,33,33,32,33,33,33,8,8,8,33,33,33,33,8,33,30,30,30,13,1,30,30,30,33,8,8,8,8},
'{33,19,24,27,27,24,27,8,8,8,8,8,8,8,8,19,12,12,30,30,12,12,30,32,8,8,8,8,8,30,32,8,33,19,30,30,30,30,30,30,30,33,8,8,8,8},
'{33,24,27,24,33,33,10,33,8,8,8,8,8,10,10,30,30,30,30,30,30,30,30,30,32,32,32,32,10,8,8,8,8,8,8,8,30,30,30,32,8,8,8,8,8,8},
'{33,24,27,27,33,33,30,32,8,8,8,8,8,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,8,8,8,8,8,8,8,10,30,30,32,8,8,8,8,8,8},
'{33,33,33,24,19,30,12,32,28,28,28,8,8,8,8,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,19,8,8,8,8,8,8,8,8,8,8,8,8},
'{33,33,33,27,22,30,30,24,27,27,28,8,8,8,8,30,30,30,30,30,30,30,30,19,19,13,19,19,30,30,30,30,30,19,33,8,8,8,8,8,8,8,8,8,8,8},
'{33,33,33,33,19,30,27,27,27,24,28,8,8,30,30,30,30,30,30,30,30,30,12,30,33,33,33,13,30,30,30,30,30,30,30,19,30,30,8,8,8,8,8,8,8,8},
'{33,33,33,1,30,24,27,27,27,28,8,8,8,33,32,30,30,30,30,30,13,1,13,33,33,33,1,19,30,30,30,30,30,30,30,19,32,33,8,8,8,8,8,8,8,8},
'{33,33,13,12,27,27,27,27,28,8,8,8,8,8,8,30,19,30,30,12,33,33,33,33,33,1,30,30,30,30,30,30,30,30,30,30,8,8,8,8,8,8,8,8,8,8},
'{33,13,24,24,24,27,27,28,8,8,8,33,32,8,8,30,30,30,30,30,10,13,33,33,33,33,1,33,1,30,30,30,19,30,1,33,32,33,8,8,8,8,8,8,8,8},
'{1,12,24,28,28,27,28,8,8,8,8,32,30,8,8,30,30,30,30,30,12,30,33,33,33,33,33,33,33,19,30,30,30,30,33,33,19,10,8,8,8,8,8,8,8,8},
'{8,28,24,28,8,8,8,8,8,33,10,33,8,10,32,8,33,30,30,30,30,22,19,19,19,19,19,33,33,33,33,33,33,33,1,19,19,30,10,33,8,8,8,8,8,8},
'{8,28,28,28,8,8,8,8,8,33,10,8,33,30,10,8,33,30,10,30,30,30,30,19,19,30,30,33,33,33,33,33,33,33,13,19,30,30,30,32,8,8,8,8,8,8},
'{8,8,8,27,27,27,28,8,8,8,8,32,30,19,10,8,8,8,8,8,8,8,30,13,33,33,33,13,30,19,19,33,33,33,13,30,30,30,30,30,19,33,8,8,8,8},
'{8,8,33,24,10,10,27,8,8,8,8,33,32,32,33,8,8,8,8,8,8,8,32,33,33,33,33,19,30,13,1,1,33,33,1,13,13,13,13,19,12,33,8,8,8,8},
'{8,8,32,19,24,27,27,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,12,24,24,10,30,33,33,12,32,33,33,33,33,33,33,33,12,33,8,8,8,8},
'{8,8,8,24,27,27,33,8,8,8,8,33,33,33,33,33,33,33,33,33,8,8,33,32,24,32,33,33,1,1,10,10,28,33,33,1,1,1,33,33,12,33,8,8,8,8},
'{8,8,8,28,28,27,33,33,27,8,8,32,30,30,30,30,30,30,30,30,8,8,19,30,27,33,33,33,33,30,30,27,33,33,13,30,30,19,33,8,19,33,8,8,8,8},
'{8,8,8,8,28,27,30,19,10,32,10,30,30,33,33,33,33,33,13,30,10,32,8,33,33,33,33,1,19,24,32,33,28,13,19,30,30,19,13,32,8,8,8,8,8,8},
'{8,8,8,8,28,24,15,12,12,12,12,30,30,33,33,33,33,33,13,30,19,19,33,33,33,33,33,19,30,24,27,33,1,30,30,30,30,30,30,32,8,8,8,8,8,8},
'{8,8,8,28,8,33,12,30,27,27,27,27,27,33,33,19,1,33,33,33,19,30,19,19,19,19,30,33,33,33,33,19,30,30,30,19,30,30,30,30,30,33,8,8,8,8},
'{8,8,8,28,8,33,30,24,27,27,27,32,27,33,1,30,13,33,33,33,19,30,30,19,19,19,13,33,33,33,33,30,30,30,30,30,30,19,30,30,10,33,8,8,8,8},
'{8,8,8,8,28,27,27,27,27,33,33,33,33,30,30,30,30,30,30,30,30,30,30,13,33,33,33,33,33,33,33,12,12,12,30,30,30,30,30,32,8,8,8,8,8,8},
'{8,8,8,8,8,8,27,27,33,33,33,33,1,30,30,30,30,30,30,30,13,1,30,19,1,1,1,33,33,1,32,12,12,12,30,30,30,30,33,33,8,8,8,8,8,8},
'{8,8,8,8,8,8,28,33,33,33,33,13,30,30,30,30,30,30,30,30,33,33,12,12,12,12,12,33,33,12,12,12,12,12,12,12,30,30,8,8,8,8,8,8,8,8},
'{8,8,8,8,8,8,28,24,13,13,13,1,1,30,30,30,13,1,33,1,13,13,30,30,30,30,30,13,32,8,8,33,8,8,10,19,33,8,8,8,8,8,8,8,8,8},
'{8,8,8,8,8,8,28,24,22,19,30,33,33,19,30,30,1,33,33,33,19,30,30,30,30,30,30,30,30,8,8,8,8,8,32,19,8,8,8,8,8,8,8,8,8,8},
'{8,8,8,8,8,28,28,24,30,27,27,27,27,22,19,33,1,30,19,30,30,30,30,30,30,30,30,30,30,10,32,8,8,8,8,8,8,8,10,33,8,8,8,8,8,8},
'{8,8,8,8,28,27,27,27,30,27,27,24,27,30,19,33,1,30,30,30,30,12,22,30,30,30,30,30,30,30,32,8,8,8,8,8,8,8,30,32,8,8,8,8,8,8},
'{8,8,8,8,28,27,30,32,8,8,28,30,30,30,22,30,1,33,33,33,30,12,30,30,30,30,30,30,30,8,8,8,33,30,30,30,30,30,30,30,19,33,8,8,8,8},
'{8,8,8,8,8,33,32,33,8,8,27,19,30,30,30,30,13,1,33,33,33,32,32,32,32,32,32,32,32,8,8,8,32,30,30,30,30,30,30,30,12,32,8,8,8,8},
'{8,8,8,27,8,8,8,8,8,33,30,30,30,30,30,30,30,30,30,30,8,8,8,8,8,8,8,8,8,8,8,30,30,30,30,30,30,30,12,12,12,19,19,8,8,8},
'{8,8,8,8,8,8,8,8,8,8,33,30,30,19,30,19,10,33,33,33,8,8,8,8,8,8,8,8,8,8,8,33,33,33,10,19,30,30,33,33,33,32,19,8,8,8},
'{8,8,8,8,8,8,8,8,8,8,8,32,30,30,30,30,33,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,32,30,30,30,8,8,8,33,19,8,8,8},
'{8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8},
'{8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8},
'{8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8},
'{8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8}};

x = 46
y = 62
